phenotype	description	variable_type	source	n_non_missing	n_missing	n_controls	n_cases	PHESANT_transformation	notes
L29	Diagnoses - main ICD10: L29 Pruritus	categorical	icd10	361194	0	360942	252	NA	NA
Z11	Diagnoses - main ICD10: Z11 Special screening examination for infectious and parasitic diseases	categorical	icd10	361194	0	360943	251	NA	NA
S52	Diagnoses - main ICD10: S52 Fracture of forearm	categorical	icd10	361194	0	356114	5080	NA	NA
O99	Diagnoses - main ICD10: O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	categorical	icd10	361194	0	360627	567	NA	NA
D41	Diagnoses - main ICD10: D41 Neoplasm of uncertain or unknown behaviour of urinary organs	categorical	icd10	361194	0	360670	524	NA	NA
C61	Diagnoses - main ICD10: C61 Malignant neoplasm of prostate	categorical	icd10	361194	0	356852	4342	NA	NA
D06	Diagnoses - main ICD10: D06 Carcinoma in situ of cervix uteri	categorical	icd10	361194	0	360744	450	NA	NA
M86	Diagnoses - main ICD10: M86 Osteomyelitis	categorical	icd10	361194	0	360946	248	NA	NA
I84	Diagnoses - main ICD10: I84 Haemorrhoids	categorical	icd10	361194	0	349092	12102	NA	NA
R87	Diagnoses - main ICD10: R87 Abnormal findings in specimens from female genital organs	categorical	icd10	361194	0	360110	1084	NA	NA
N19	Diagnoses - main ICD10: N19 Unspecified renal failure	categorical	icd10	361194	0	361030	164	NA	NA
C62	Diagnoses - main ICD10: C62 Malignant neoplasm of testis	categorical	icd10	361194	0	360973	221	NA	NA
I08	Diagnoses - main ICD10: I08 Multiple valve diseases	categorical	icd10	361194	0	360944	250	NA	NA
Z36	Diagnoses - main ICD10: Z36 Antenatal screening	categorical	icd10	361194	0	360353	841	NA	NA
G44	Diagnoses - main ICD10: G44 Other headache syndromes	categorical	icd10	361194	0	360887	307	NA	NA
M66	Diagnoses - main ICD10: M66 Spontaneous rupture of synovium and tendon	categorical	icd10	361194	0	360806	388	NA	NA
Z00	Diagnoses - main ICD10: Z00 General examination and investigation of persons without complaint or reported diagnosis	categorical	icd10	361194	0	360945	249	NA	NA
N84	Diagnoses - main ICD10: N84 Polyp of female genital tract	categorical	icd10	361194	0	354208	6986	NA	NA
J38	Diagnoses - main ICD10: J38 Diseases of vocal cords and larynx, not elsewhere classified	categorical	icd10	361194	0	360026	1168	NA	NA
L57	Diagnoses - main ICD10: L57 Skin changes due to chronic exposure to nonionising radiation	categorical	icd10	361194	0	359747	1447	NA	NA
D28	Diagnoses - main ICD10: D28 Benign neoplasm of other and unspecified female genital organs	categorical	icd10	361194	0	361062	132	NA	NA
N42	Diagnoses - main ICD10: N42 Other disorders of prostate	categorical	icd10	361194	0	360571	623	NA	NA
M45	Diagnoses - main ICD10: M45 Ankylosing spondylitis	categorical	icd10	361194	0	361048	146	NA	NA
T79	Diagnoses - main ICD10: T79 Certain early complications of trauma, not elsewhere classified	categorical	icd10	361194	0	360989	205	NA	NA
N90	Diagnoses - main ICD10: N90 Other noninflammatory disorders of vulva and perineum	categorical	icd10	361194	0	360117	1077	NA	NA
C53	Diagnoses - main ICD10: C53 Malignant neoplasm of cervix uteri	categorical	icd10	361194	0	361002	192	NA	NA
R22	Diagnoses - main ICD10: R22 Localised swelling, mass and lump of skin and subcutaneous tissue	categorical	icd10	361194	0	359836	1358	NA	NA
D16	Diagnoses - main ICD10: D16 Benign neoplasm of bone and articular cartilage	categorical	icd10	361194	0	360983	211	NA	NA
D13	Diagnoses - main ICD10: D13 Benign neoplasm of other and ill-defined parts of digestive system	categorical	icd10	361194	0	360572	622	NA	NA
A87	Diagnoses - main ICD10: A87 Viral meningitis	categorical	icd10	361194	0	361078	116	NA	NA
D61	Diagnoses - main ICD10: D61 Other aplastic anaemias	categorical	icd10	361194	0	361067	127	NA	NA
O72	Diagnoses - main ICD10: O72 Postpartum haemorrhage	categorical	icd10	361194	0	360887	307	NA	NA
S27	Diagnoses - main ICD10: S27 Injury of other and unspecified intrathoracic organs	categorical	icd10	361194	0	360951	243	NA	NA
I20	Diagnoses - main ICD10: I20 Angina pectoris	categorical	icd10	361194	0	354948	6246	NA	NA
K85	Diagnoses - main ICD10: K85 Acute pancreatitis	categorical	icd10	361194	0	359902	1292	NA	NA
E14	Diagnoses - main ICD10: E14 Unspecified diabetes mellitus	categorical	icd10	361194	0	360970	224	NA	NA
M21	Diagnoses - main ICD10: M21 Other acquired deformities of limbs	categorical	icd10	361194	0	360606	588	NA	NA
C85	Diagnoses - main ICD10: C85 Other and unspecified types of non-Hodgkin's lymphoma	categorical	icd10	361194	0	360432	762	NA	NA
J98	Diagnoses - main ICD10: J98 Other respiratory disorders	categorical	icd10	361194	0	360629	565	NA	NA
R14	Diagnoses - main ICD10: R14 Flatulence and related conditions	categorical	icd10	361194	0	360863	331	NA	NA
S72	Diagnoses - main ICD10: S72 Fracture of femur	categorical	icd10	361194	0	359391	1803	NA	NA
S69	Diagnoses - main ICD10: S69 Other and unspecified injuries of wrist and hand	categorical	icd10	361194	0	361088	106	NA	NA
L82	Diagnoses - main ICD10: L82 Seborrhoeic keratosis	categorical	icd10	361194	0	359163	2031	NA	NA
I82	Diagnoses - main ICD10: I82 Other venous embolism and thrombosis	categorical	icd10	361194	0	361049	145	NA	NA
H05	Diagnoses - main ICD10: H05 Disorders of orbit	categorical	icd10	361194	0	361052	142	NA	NA
G40	Diagnoses - main ICD10: G40 Epilepsy	categorical	icd10	361194	0	360399	795	NA	NA
M95	Diagnoses - main ICD10: M95 Other acquired deformities of musculoskeletal system and connective tissue	categorical	icd10	361194	0	360996	198	NA	NA
S09	Diagnoses - main ICD10: S09 Other and unspecified injuries of head	categorical	icd10	361194	0	359861	1333	NA	NA
T82	Diagnoses - main ICD10: T82 Complications of cardiac and vascular prosthetic devices, implants and grafts	categorical	icd10	361194	0	360061	1133	NA	NA
J20	Diagnoses - main ICD10: J20 Acute bronchitis	categorical	icd10	361194	0	361092	102	NA	NA
H26	Diagnoses - main ICD10: H26 Other cataract	categorical	icd10	361194	0	349888	11306	NA	NA
S42	Diagnoses - main ICD10: S42 Fracture of shoulder and upper arm	categorical	icd10	361194	0	359403	1791	NA	NA
H04	Diagnoses - main ICD10: H04 Disorders of lachrymal system	categorical	icd10	361194	0	359718	1476	NA	NA
K31	Diagnoses - main ICD10: K31 Other diseases of stomach and duodenum	categorical	icd10	361194	0	358820	2374	NA	NA
E05	Diagnoses - main ICD10: E05 Thyrotoxicosis [hyperthyroidism]	categorical	icd10	361194	0	360802	392	NA	NA
N93	Diagnoses - main ICD10: N93 Other abnormal uterine and vaginal bleeding	categorical	icd10	361194	0	358739	2455	NA	NA
E21	Diagnoses - main ICD10: E21 Hyperparathyroidism and other disorders of parathyroid gland	categorical	icd10	361194	0	360886	308	NA	NA
I31	Diagnoses - main ICD10: I31 Other diseases of pericardium	categorical	icd10	361194	0	360812	382	NA	NA
Z45	Diagnoses - main ICD10: Z45 Adjustment and management of implanted device	categorical	icd10	361194	0	358985	2209	NA	NA
R93	Diagnoses - main ICD10: R93 Abnormal findings on diagnostic imaging of other body structures	categorical	icd10	361194	0	359977	1217	NA	NA
J34	Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses	categorical	icd10	361194	0	356756	4438	NA	NA
K38	Diagnoses - main ICD10: K38 Other diseases of appendix	categorical	icd10	361194	0	361092	102	NA	NA
K25	Diagnoses - main ICD10: K25 Gastric ulcer	categorical	icd10	361194	0	359360	1834	NA	NA
H90	Diagnoses - main ICD10: H90 Conductive and sensorineural hearing loss	categorical	icd10	361194	0	360912	282	NA	NA
K82	Diagnoses - main ICD10: K82 Other diseases of gallbladder	categorical	icd10	361194	0	360901	293	NA	NA
R39	Diagnoses - main ICD10: R39 Other symptoms and signs involving the urinary system	categorical	icd10	361194	0	358496	2698	NA	NA
I72	Diagnoses - main ICD10: I72 Other aneurysm	categorical	icd10	361194	0	360975	219	NA	NA
I62	Diagnoses - main ICD10: I62 Other nontraumatic intracranial haemorrhage	categorical	icd10	361194	0	360958	236	NA	NA
C48	Diagnoses - main ICD10: C48 Malignant neoplasm of retroperitoneum and peritoneum	categorical	icd10	361194	0	361072	122	NA	NA
L73	Diagnoses - main ICD10: L73 Other follicular disorders	categorical	icd10	361194	0	360948	246	NA	NA
R05	Diagnoses - main ICD10: R05 Cough	categorical	icd10	361194	0	360210	984	NA	NA
N95	Diagnoses - main ICD10: N95 Menopausal and other perimenopausal disorders	categorical	icd10	361194	0	354698	6496	NA	NA
R59	Diagnoses - main ICD10: R59 Enlarged lymph nodes	categorical	icd10	361194	0	360183	1011	NA	NA
T87	Diagnoses - main ICD10: T87 Complications peculiar to reattachment and amputation	categorical	icd10	361194	0	361086	108	NA	NA
L91	Diagnoses - main ICD10: L91 Hypertrophic disorders of skin	categorical	icd10	361194	0	360579	615	NA	NA
S63	Diagnoses - main ICD10: S63 Dislocation, sprain and strain of joints and ligaments at wrist and hand level	categorical	icd10	361194	0	360783	411	NA	NA
C44	Diagnoses - main ICD10: C44 Other malignant neoplasms of skin	categorical	icd10	361194	0	352108	9086	NA	NA
M50	Diagnoses - main ICD10: M50 Cervical disk disorders	categorical	icd10	361194	0	360319	875	NA	NA
N30	Diagnoses - main ICD10: N30 Cystitis	categorical	icd10	361194	0	359619	1575	NA	NA
I42	Diagnoses - main ICD10: I42 Cardiomyopathy	categorical	icd10	361194	0	360715	479	NA	NA
N10	Diagnoses - main ICD10: N10 Acute tubulo-interstitial nephritis	categorical	icd10	361194	0	361070	124	NA	NA
N73	Diagnoses - main ICD10: N73 Other female pelvic inflammatory diseases	categorical	icd10	361194	0	360573	621	NA	NA
Z35	Diagnoses - main ICD10: Z35 Supervision of high-risk pregnancy	categorical	icd10	361194	0	361068	126	NA	NA
R73	Diagnoses - main ICD10: R73 Elevated blood glucose level	categorical	icd10	361194	0	361025	169	NA	NA
E03	Diagnoses - main ICD10: E03 Other hypothyroidism	categorical	icd10	361194	0	361076	118	NA	NA
T85	Diagnoses - main ICD10: T85 Complications of other internal prosthetic devices, implants and grafts	categorical	icd10	361194	0	359693	1501	NA	NA
C81	Diagnoses - main ICD10: C81 Hodgkin's disease	categorical	icd10	361194	0	361044	150	NA	NA
D64	Diagnoses - main ICD10: D64 Other anaemias	categorical	icd10	361194	0	357492	3702	NA	NA
M60	Diagnoses - main ICD10: M60 Myositis	categorical	icd10	361194	0	361086	108	NA	NA
K44	Diagnoses - main ICD10: K44 Diaphragmatic hernia	categorical	icd10	361194	0	353152	8042	NA	NA
R06	Diagnoses - main ICD10: R06 Abnormalities of breathing	categorical	icd10	361194	0	357068	4126	NA	NA
K01	Diagnoses - main ICD10: K01 Embedded and impacted teeth	categorical	icd10	361194	0	359751	1443	NA	NA
G61	Diagnoses - main ICD10: G61 Inflammatory polyneuropathy	categorical	icd10	361194	0	360988	206	NA	NA
J03	Diagnoses - main ICD10: J03 Acute tonsillitis	categorical	icd10	361194	0	360789	405	NA	NA
K42	Diagnoses - main ICD10: K42 Umbilical hernia	categorical	icd10	361194	0	358666	2528	NA	NA
M80	Diagnoses - main ICD10: M80 Osteoporosis with pathological fracture	categorical	icd10	361194	0	361019	175	NA	NA
N39	Diagnoses - main ICD10: N39 Other disorders of urinary system	categorical	icd10	361194	0	350643	10551	NA	NA
K56	Diagnoses - main ICD10: K56 Paralytic ileus and intestinal obstruction without hernia	categorical	icd10	361194	0	359343	1851	NA	NA
C20	Diagnoses - main ICD10: C20 Malignant neoplasm of rectum	categorical	icd10	361194	0	360076	1118	NA	NA
O13	Diagnoses - main ICD10: O13 Gestational [pregnancy-induced] hypertension without significant proteinuria	categorical	icd10	361194	0	360932	262	NA	NA
I33	Diagnoses - main ICD10: I33 Acute and subacute endocarditis	categorical	icd10	361194	0	361061	133	NA	NA
H80	Diagnoses - main ICD10: H80 Otosclerosis	categorical	icd10	361194	0	360973	221	NA	NA
Q38	Diagnoses - main ICD10: Q38 Other congenital malformations of tongue, mouth and pharynx	categorical	icd10	361194	0	361045	149	NA	NA
R31	Diagnoses - main ICD10: R31 Unspecified haematuria	categorical	icd10	361194	0	349911	11283	NA	NA
O00	Diagnoses - main ICD10: O00 Ectopic pregnancy	categorical	icd10	361194	0	360950	244	NA	NA
M71	Diagnoses - main ICD10: M71 Other bursopathies	categorical	icd10	361194	0	360766	428	NA	NA
M15	Diagnoses - main ICD10: M15 Polyarthrosis	categorical	icd10	361194	0	359930	1264	NA	NA
H69	Diagnoses - main ICD10: H69 Other disorders of Eustachian tube	categorical	icd10	361194	0	361075	119	NA	NA
G20	Diagnoses - main ICD10: G20 Parkinson's disease	categorical	icd10	361194	0	360988	206	NA	NA
I25	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	categorical	icd10	361194	0	348425	12769	NA	NA
D32	Diagnoses - main ICD10: D32 Benign neoplasm of meninges	categorical	icd10	361194	0	360867	327	NA	NA
O02	Diagnoses - main ICD10: O02 Other abnormal products of conception	categorical	icd10	361194	0	360088	1106	NA	NA
N80	Diagnoses - main ICD10: N80 Endometriosis	categorical	icd10	361194	0	359698	1496	NA	NA
N50	Diagnoses - main ICD10: N50 Other disorders of male genital organs	categorical	icd10	361194	0	359365	1829	NA	NA
S05	Diagnoses - main ICD10: S05 Injury of eye and orbit	categorical	icd10	361194	0	361035	159	NA	NA
D21	Diagnoses - main ICD10: D21 Other benign neoplasms of connective and other soft tissue	categorical	icd10	361194	0	360815	379	NA	NA
H66	Diagnoses - main ICD10: H66 Suppurative and unspecified otitis media	categorical	icd10	361194	0	360747	447	NA	NA
F05	Diagnoses - main ICD10: F05 Delirium, not induced by alcohol and other psychoactive substances	categorical	icd10	361194	0	361088	106	NA	NA
K63	Diagnoses - main ICD10: K63 Other diseases of intestine	categorical	icd10	361194	0	353153	8041	NA	NA
R12	Diagnoses - main ICD10: R12 Heartburn	categorical	icd10	361194	0	360303	891	NA	NA
K76	Diagnoses - main ICD10: K76 Other diseases of liver	categorical	icd10	361194	0	360618	576	NA	NA
T50	Diagnoses - main ICD10: T50 Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances	categorical	icd10	361194	0	360963	231	NA	NA
D25	Diagnoses - main ICD10: D25 Leiomyoma of uterus	categorical	icd10	361194	0	355687	5507	NA	NA
D35	Diagnoses - main ICD10: D35 Benign neoplasm of other and unspecified endocrine glands	categorical	icd10	361194	0	360624	570	NA	NA
D30	Diagnoses - main ICD10: D30 Benign neoplasm of urinary organs	categorical	icd10	361194	0	361079	115	NA	NA
D23	Diagnoses - main ICD10: D23 Other benign neoplasms of skin	categorical	icd10	361194	0	358109	3085	NA	NA
R68	Diagnoses - main ICD10: R68 Other general symptoms and signs	categorical	icd10	361194	0	361089	105	NA	NA
J36	Diagnoses - main ICD10: J36 Peritonsillar abscess	categorical	icd10	361194	0	360856	338	NA	NA
E66	Diagnoses - main ICD10: E66 Obesity	categorical	icd10	361194	0	360841	353	NA	NA
N41	Diagnoses - main ICD10: N41 Inflammatory diseases of prostate	categorical	icd10	361194	0	360351	843	NA	NA
J93	Diagnoses - main ICD10: J93 Pneumothorax	categorical	icd10	361194	0	360886	308	NA	NA
I61	Diagnoses - main ICD10: I61 Intracerebral haemorrhage	categorical	icd10	361194	0	360701	493	NA	NA
R54	Diagnoses - main ICD10: R54 Senility	categorical	icd10	361194	0	361073	121	NA	NA
H02	Diagnoses - main ICD10: H02 Other disorders of eyelid	categorical	icd10	361194	0	356900	4294	NA	NA
C25	Diagnoses - main ICD10: C25 Malignant neoplasm of pancreas	categorical	icd10	361194	0	360791	403	NA	NA
M24	Diagnoses - main ICD10: M24 Other specific joint derangements	categorical	icd10	361194	0	359926	1268	NA	NA
S31	Diagnoses - main ICD10: S31 Open wound of abdomen, lower back and pelvis	categorical	icd10	361194	0	361094	100	NA	NA
K26	Diagnoses - main ICD10: K26 Duodenal ulcer	categorical	icd10	361194	0	359903	1291	NA	NA
T88	Diagnoses - main ICD10: T88 Other complications of surgical and medical care, not elsewhere classified	categorical	icd10	361194	0	360990	204	NA	NA
F99	Diagnoses - main ICD10: F99 Mental disorder, not otherwise specified	categorical	icd10	361194	0	361076	118	NA	NA
D36	Diagnoses - main ICD10: D36 Benign neoplasm of other and unspecified sites	categorical	icd10	361194	0	360690	504	NA	NA
J01	Diagnoses - main ICD10: J01 Acute sinusitis	categorical	icd10	361194	0	361082	112	NA	NA
G93	Diagnoses - main ICD10: G93 Other disorders of brain	categorical	icd10	361194	0	360901	293	NA	NA
F10	Diagnoses - main ICD10: F10 Mental and behavioural disorders due to use of alcohol	categorical	icd10	361194	0	360408	786	NA	NA
M19	Diagnoses - main ICD10: M19 Other arthrosis	categorical	icd10	361194	0	357029	4165	NA	NA
O32	Diagnoses - main ICD10: O32 Maternal care for known or suspected malpresentation of foetus	categorical	icd10	361194	0	360524	670	NA	NA
G50	Diagnoses - main ICD10: G50 Disorders of trigeminal nerve	categorical	icd10	361194	0	360982	212	NA	NA
R53	Diagnoses - main ICD10: R53 Malaise and fatigue	categorical	icd10	361194	0	360376	818	NA	NA
C45	Diagnoses - main ICD10: C45 Mesothelioma	categorical	icd10	361194	0	361044	150	NA	NA
M93	Diagnoses - main ICD10: M93 Other osteochondropathies	categorical	icd10	361194	0	361091	103	NA	NA
C15	Diagnoses - main ICD10: C15 Malignant neoplasm of oesophagus	categorical	icd10	361194	0	360675	519	NA	NA
K22	Diagnoses - main ICD10: K22 Other diseases of oesophagus	categorical	icd10	361194	0	355700	5494	NA	NA
N85	Diagnoses - main ICD10: N85 Other noninflammatory disorders of uterus, except cervix	categorical	icd10	361194	0	359705	1489	NA	NA
M96	Diagnoses - main ICD10: M96 Postprocedural musculoskeletal disorders, not elsewhere classified	categorical	icd10	361194	0	360943	251	NA	NA
T18	Diagnoses - main ICD10: T18 Foreign body in alimentary tract	categorical	icd10	361194	0	360872	322	NA	NA
H27	Diagnoses - main ICD10: H27 Other disorders of lens	categorical	icd10	361194	0	361066	128	NA	NA
L05	Diagnoses - main ICD10: L05 Pilonidal cyst	categorical	icd10	361194	0	360800	394	NA	NA
D22	Diagnoses - main ICD10: D22 Melanocytic naevi	categorical	icd10	361194	0	357693	3501	NA	NA
J22	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection	categorical	icd10	361194	0	358054	3140	NA	NA
